Category,Year,County,Crime_Count,Median_Income
Assault,1999,King,1479,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,1479,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,644,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,4.5,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,249,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,44.8,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,0,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,211,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,149,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,4.7,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,62,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,37.2,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,0,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Assault,1999,King,NA,NA
Assault,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,0,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,0,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Kidnapping_Abduction,1999,King,NA,NA
Kidnapping_Abduction,1999,Snohomish,NA,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
Human Trafficking,1999,King,0,NA
Human Trafficking,1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
"Viol. of No
Contact_Protection Order",1999,King,0,NA
"Viol. of No
Contact_Protection Order",1999,Snohomish,0,NA
Person Crime Total,1999,King,0,NA
Person Crime Total,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Extortion_Blackmail,1999,King,0,NA
Extortion_Blackmail,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Counterfeiting_Forgery,1999,King,0,NA
Counterfeiting_Forgery,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Destruction of Property,1999,King,0,NA
Destruction of Property,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Bribery,1999,King,0,NA
Bribery,1999,Snohomish,0,NA
Property Crime Total,1999,King,0,NA
Property Crime Total,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Drug Violations,1999,King,0,NA
Drug Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,0,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,0,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Weapons Law Violations,1999,King,NA,NA
Weapons Law Violations,1999,Snohomish,NA,NA
Gambling Violations,1999,King,0,NA
Gambling Violations,1999,Snohomish,0,NA
Gambling Violations,1999,King,0,NA
Gambling Violations,1999,Snohomish,0,NA
Gambling Violations,1999,King,0,NA
Gambling Violations,1999,Snohomish,0,NA
Gambling Violations,1999,King,0,NA
Gambling Violations,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Animal Cruelty,1999,King,0,NA
Animal Cruelty,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Pornography,1999,King,0,NA
Pornography,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Prostitution,1999,King,0,NA
Prostitution,1999,Snohomish,0,NA
Society Crime Total,1999,King,0,NA
Society Crime Total,1999,Snohomish,0,NA
"Adult Arrests - SRS - Washington Association of Sheriffs
and Police Chiefs",1999,King,NA,NA
"Adult Arrests - SRS - Washington Association of Sheriffs
and Police Chiefs",1999,Snohomish,NA,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,31,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,5974,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,31,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3844,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,31,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,1015,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,31,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,3.8,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,31,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,911,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,31,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,36.6,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,31,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,NA,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,1226,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,691,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,362,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,2.3,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,136,NA
Drug Crimes,1999,King,NA,NA
Drug Crimes,1999,Snohomish,31,NA
